onset	duration	begsample	endsample	offset
4.0444	0.9	10112	12361	-750
4.6016	0.9	11505	13754	-750
5.1556	0.9	12890	15139	-750
5.7088	0.9	14273	16522	-750
6.2624	0.9	15657	17906	-750
6.8156	0.9	17040	19289	-750
7.3696	0.9	18425	20674	-750
7.9236	0.9	19810	22059	-750
8.4768	0.9	21193	23442	-750
9.0308	0.9	22578	24827	-750
9.59	0.9	23976	26225	-750
10.148	0.9	25371	27620	-750
10.702	0.9	26756	29005	-750
11.256	0.9	28141	30390	-750
11.8092	0.9	29524	31773	-750
12.3632	0.9	30909	33158	-750
12.916	0.9	32291	34540	-750
13.4704	0.9	33677	35926	-750
14.024	0.9	35061	37310	-750
14.5772	0.9	36444	38693	-750
15.1312	0.9	37829	40078	-750
15.6844	0.9	39212	41461	-750
16.2384	0.9	40597	42846	-750
16.7924	0.9	41982	44231	-750
17.3452	0.9	43364	45613	-750
17.8996	0.9	44750	46999	-750
18.4536	0.9	46135	48384	-750
19.0064	0.9	47517	49766	-750
19.5604	0.9	48902	51151	-750
20.1136	0.9	50285	52534	-750
20.6676	0.9	51670	53919	-750
21.2216	0.9	53055	55304	-750
21.7748	0.9	54438	56687	-750
22.3288	0.9	55823	58072	-750
22.8828	0.9	57208	59457	-750
23.4356	0.9	58590	60839	-750
23.99	0.9	59976	62225	-750
24.5428	0.9	61358	63607	-750
25.0968	0.9	62743	64992	-750
25.6508	0.9	64128	66377	-750
26.204	0.9	65511	67760	-750
26.758	0.9	66896	69145	-750
27.3112	0.9	68279	70528	-750
27.8652	0.9	69664	71913	-750
28.4192	0.9	71049	73298	-750
28.9724	0.9	72432	74681	-750
29.5264	0.9	73817	76066	-750
30.0804	0.9	75202	77451	-750
30.6332	0.9	76584	78833	-750
31.1872	0.9	77969	80218	-750
31.7404	0.9	79352	81601	-750
32.2944	0.9	80737	82986	-750
32.8484	0.9	82122	84371	-750
33.4016	0.9	83505	85754	-750
33.9556	0.9	84890	87139	-750
34.5084	0.9	86272	88521	-750
35.0624	0.9	87657	89906	-750
35.616	0.9	89041	91290	-750
36.1696	0.9	90425	92674	-750
36.7236	0.9	91810	94059	-750
37.2776	0.9	93195	95444	-750
37.8308	0.9	94578	96827	-750
38.3848	0.9	95963	98212	-750
38.938	0.9	97346	99595	-750
39.492	0.9	98731	100980	-750
40.046	0.9	100116	102365	-750
40.5988	0.9	101498	103747	-750
41.1528	0.9	102883	105132	-750
41.7068	0.9	104268	106517	-750
42.26	0.9	105651	107900	-750
42.814	0.9	107036	109285	-750
43.3672	0.9	108419	110668	-750
43.9212	0.9	109804	112053	-750
44.4752	0.9	111189	113438	-750
45.028	0.9	112571	114820	-750
45.5824	0.9	113957	116206	-750
46.1364	0.9	115342	117591	-750
46.6892	0.9	116724	118973	-750
47.2432	0.9	118109	120358	-750
47.7964	0.9	119492	121741	-750
48.3504	0.9	120877	123126	-750
48.9044	0.9	122262	124511	-750
49.4576	0.9	123645	125894	-750
50.0116	0.9	125030	127279	-750
50.5644	0.9	126412	128661	-750
51.1188	0.9	127798	130047	-750
51.6728	0.9	129183	131432	-750
