onset	duration	begsample	endsample	offset
4.1736	2	10435	15434	-2500
5.092	2	12731	17730	-2500
6.0568	2	15143	20142	-2500
7.27	2	18176	23175	-2500
8.3832	2	20959	25958	-2500
9.2012	2	23004	28003	-2500
10.064	2	25161	30160	-2500
10.8772	2	27194	32193	-2500
11.8424	2	29607	34606	-2500
12.6592	2	31649	36648	-2500
13.7264	2	34317	39316	-2500
14.7424	2	36857	41856	-2500
15.9564	2	39892	44891	-2500
17.0228	2	42558	47557	-2500
18.0896	2	45225	50224	-2500
18.9528	2	47383	52382	-2500
19.8168	2	49543	54542	-2500
20.8828	2	52208	57207	-2500
22.0468	2	55118	60117	-2500
23.012	2	57531	62530	-2500
24.0272	2	60069	65068	-2500
25.0432	2	62609	67608	-2500
26.206	2	65516	70515	-2500
27.3692	2	68424	73423	-2500
28.5832	2	71459	76458	-2500
29.5996	2	74000	78999	-2500
30.4124	2	76032	81031	-2500
31.3776	2	78445	83444	-2500
32.5916	2	81480	86479	-2500
33.7548	2	84388	89387	-2500
34.7708	2	86928	91927	-2500
35.934	2	89836	94835	-2500
37.148	2	92871	97870	-2500
38.062	2	95156	100155	-2500
39.0272	2	97569	102568	-2500
40.144	2	100361	105360	-2500
40.9572	2	102394	107393	-2500
42.0744	2	105187	110186	-2500
43.0904	2	107727	112726	-2500
43.9544	2	109887	114886	-2500
44.9196	2	112300	117299	-2500
45.9344	2	114837	119836	-2500
47.0016	2	117505	122504	-2500
47.8648	2	119663	124662	-2500
48.7288	2	121823	126822	-2500
49.5916	2	123980	128979	-2500
50.756	2	126891	131890	-2500
51.9692	2	129924	134923	-2500
52.9848	2	132463	137462	-2500
54.052	2	135131	140130	-2500
54.87	2	137176	142175	-2500
55.7844	2	139462	144461	-2500
56.9472	2	142369	147368	-2500
58.1612	2	145404	150403	-2500
59.2276	2	148070	153069	-2500
60.3904	2	150977	155976	-2500
61.5036	2	153760	158759	-2500
62.5696	2	156425	161424	-2500
63.4848	2	158713	163712	-2500
64.3988	2	160998	165997	-2500
65.262	2	163156	168155	-2500
66.4248	2	166063	171062	-2500
67.2888	2	168223	173222	-2500
68.254	2	170636	175635	-2500
69.468	2	173671	178670	-2500
70.4844	2	176212	181211	-2500
71.4492	2	178624	183623	-2500
72.5152	2	181289	186288	-2500
73.3796	2	183450	188449	-2500
74.3444	2	185862	190861	-2500
75.2076	2	188020	193019	-2500
76.2744	2	190687	195686	-2500
77.3408	2	193353	198352	-2500
78.2048	2	195513	200512	-2500
79.2708	2	198178	203177	-2500
80.236	2	200591	205590	-2500
81.1	2	202751	207750	-2500
81.9128	2	204783	209782	-2500
83.076	2	207691	212690	-2500
83.8932	2	209734	214733	-2500
84.706	2	211766	216765	-2500
85.722	2	214306	219305	-2500
86.5852	2	216464	221463	-2500
87.6984	2	219247	224246	-2500
88.8156	2	222040	227039	-2500
90.0296	2	225075	230074	-2500
91.2436	2	228110	233109	-2500
92.1576	2	230395	235394	-2500
93.3716	2	233430	238429	-2500
94.1848	2	235463	240462	-2500
95.2	2	238001	243000	-2500
96.2668	2	240668	245667	-2500
97.232	2	243081	248080	-2500
98.248	2	245621	250620	-2500
99.162	2	247906	252905	-2500
100.3252	2	250814	255813	-2500
101.4384	2	253597	258596	-2500
102.4532	2	256134	261133	-2500
103.6676	2	259170	264169	-2500
104.7804	2	261952	266951	-2500
105.9936	2	264985	269984	-2500
107.1068	2	267768	272767	-2500
