onset	duration	begsample	endsample	offset
4.5728	1.9	11433	16182	-2500
6.148	1.9	15371	20120	-2500
7.824	1.9	19561	24310	-2500
9.352	1.9	23381	28130	-2500
10.9832	1.9	27459	32208	-2500
12.6084	1.9	31522	36271	-2500
14.0812	1.9	35204	39953	-2500
15.5544	1.9	38887	43636	-2500
17.2816	1.9	43205	47954	-2500
18.9576	1.9	47395	52144	-2500
20.6336	1.9	51585	56334	-2500
22.31	1.9	55776	60525	-2500
23.9408	1.9	59853	64602	-2500
25.5712	1.9	63929	68678	-2500
27.1504	1.9	67877	72626	-2500
28.9232	1.9	72309	77058	-2500
30.6504	1.9	76627	81376	-2500
32.2304	1.9	80577	85326	-2500
33.7036	1.9	84260	89009	-2500
35.1764	1.9	87942	92691	-2500
36.8528	1.9	92133	96882	-2500
38.64	1.9	96601	101350	-2500
40.4132	1.9	101034	105783	-2500
41.8912	1.9	104729	109478	-2500
43.5264	1.9	108817	113566	-2500
45.2992	1.9	113249	117998	-2500
47.0724	1.9	117682	122431	-2500
48.6976	1.9	121745	126494	-2500
50.4708	1.9	126178	130927	-2500
52.0448	1.9	130113	134862	-2500
53.818	1.9	134546	139295	-2500
55.5452	1.9	138864	143613	-2500
57.226	1.9	143066	147815	-2500
58.902	1.9	147256	152005	-2500
60.6344	1.9	151587	156336	-2500
62.3156	1.9	155790	160539	-2500
64.0424	1.9	160107	164856	-2500
65.5668	1.9	163918	168667	-2500
67.0396	1.9	167600	172349	-2500
68.6648	1.9	171663	176412	-2500
70.29	1.9	175726	180475	-2500
71.966	1.9	179916	184665	-2500
73.7392	1.9	184349	189098	-2500
75.318	1.9	188296	193045	-2500
76.9956	1.9	192490	197239	-2500
78.4736	1.9	196185	200934	-2500
79.946	1.9	199866	204615	-2500
81.6776	1.9	204195	208944	-2500
83.2068	1.9	208018	212767	-2500
84.934	1.9	212336	217085	-2500
86.514	1.9	216286	221035	-2500
88.042	1.9	220106	224855	-2500
89.5712	1.9	223929	228678	-2500
91.2524	1.9	228132	232881	-2500
92.7268	1.9	231818	236567	-2500
94.3568	1.9	235893	240642	-2500
96.0376	1.9	240095	244844	-2500
97.6728	1.9	244183	248932	-2500
99.1508	1.9	247878	252627	-2500
100.8828	1.9	252208	256957	-2500
102.3612	1.9	255904	260653	-2500
103.992	1.9	259981	264730	-2500
105.5712	1.9	263929	268678	-2500
107.1512	1.9	267879	272628	-2500
108.9244	1.9	272312	277061	-2500
110.4988	1.9	276248	280997	-2500
112.0736	1.9	280185	284934	-2500
113.602	1.9	284006	288755	-2500
115.3748	1.9	288438	293187	-2500
117.0052	1.9	292514	297263	-2500
118.732	1.9	296831	301580	-2500
