onset	duration	begsample	endsample	offset
26.812	0.9	67031	69280	-750
27.3568	0.9	68393	70642	-750
27.9056	0.9	69765	72014	-750
28.4492	0.9	71124	73373	-750
28.9928	0.9	72483	74732	-750
29.536	0.9	73841	76090	-750
30.07	0.9	75176	77425	-750
30.618	0.9	76546	78795	-750
31.172	0.9	77931	80180	-750
31.71	0.9	79276	81525	-750
32.2592	0.9	80649	82898	-750
32.8072	0.9	82019	84268	-750
33.346	0.9	83366	85615	-750
33.8944	0.9	84737	86986	-750
34.4432	0.9	86109	88358	-750
34.9972	0.9	87494	89743	-750
35.5416	0.9	88855	91104	-750
36.0784	0.9	90197	92446	-750
36.6324	0.9	91582	93831	-750
37.1652	0.9	92914	95163	-750
37.6984	0.9	94247	96496	-750
38.2424	0.9	95607	97856	-750
38.7756	0.9	96940	99189	-750
39.3296	0.9	98325	100574	-750
39.8676	0.9	99670	101919	-750
40.4168	0.9	101043	103292	-750
40.9596	0.9	102400	104649	-750
41.5136	0.9	103785	106034	-750
42.0616	0.9	105155	107404	-750
42.6108	0.9	106528	108777	-750
43.1436	0.9	107860	110109	-750
43.6928	0.9	109233	111482	-750
44.236	0.9	110591	112840	-750
44.79	0.9	111976	114225	-750
45.338	0.9	113346	115595	-750
45.872	0.9	114681	116930	-750
46.4048	0.9	116013	118262	-750
46.964	0.9	117411	119660	-750
47.4972	0.9	118744	120993	-750
48.0452	0.9	120114	122363	-750
48.5892	0.9	121474	123723	-750
49.1324	0.9	122832	125081	-750
49.6664	0.9	124167	126416	-750
50.2092	0.9	125524	127773	-750
50.7472	0.9	126869	129118	-750
51.2964	0.9	128242	130491	-750
51.8444	0.9	129612	131861	-750
52.3784	0.9	130947	133196	-750
52.9216	0.9	132305	134554	-750
53.4556	0.9	133640	135889	-750
54.0036	0.9	135010	137259	-750
54.5476	0.9	136370	138619	-750
55.0956	0.9	137740	139989	-750
55.6448	0.9	139113	141362	-750
56.1876	0.9	140470	142719	-750
56.7316	0.9	141830	144079	-750
57.2796	0.9	143200	145449	-750
57.8288	0.9	144573	146822	-750
58.372	0.9	145931	148180	-750
58.916	0.9	147291	149540	-750
59.464	0.9	148661	150910	-750
60.008	0.9	150021	152270	-750
60.5508	0.9	151378	153627	-750
61.0948	0.9	152738	154987	-750
61.638	0.9	154096	156345	-750
62.1872	0.9	155469	157718	-750
62.7352	0.9	156839	159088	-750
63.268	0.9	158171	160420	-750
63.822	0.9	159556	161805	-750
64.3604	0.9	160902	163151	-750
64.9092	0.9	162274	164523	-750
65.4524	0.9	163632	165881	-750
65.9964	0.9	164992	167241	-750
66.5292	0.9	166324	168573	-750
67.0832	0.9	167709	169958	-750
67.6316	0.9	169080	171329	-750
68.1804	0.9	170452	172701	-750
68.7236	0.9	171810	174059	-750
69.2676	0.9	173170	175419	-750
69.8056	0.9	174515	176764	-750
70.3596	0.9	175900	178149	-750
70.8976	0.9	177245	179494	-750
71.4468	0.9	178618	180867	-750
71.9896	0.9	179975	182224	-750
72.5388	0.9	181348	183597	-750
73.0768	0.9	182693	184942	-750
73.6208	0.9	184053	186302	-750
74.164	0.9	185411	187660	-750
74.7128	0.9	186783	189032	-750
75.246	0.9	188116	190365	-750
75.7788	0.9	189448	191697	-750
76.3232	0.9	190809	193058	-750
76.856	0.9	192141	194390	-750
77.3992	0.9	193499	195748	-750
77.9432	0.9	194859	197108	-750
78.476	0.9	196191	198440	-750
79.0152	0.9	197539	199788	-750
79.558	0.9	198896	201145	-750
80.1012	0.9	200254	202503	-750
80.6452	0.9	201614	203863	-750
81.1784	0.9	202947	205196	-750
81.7224	0.9	204307	206556	-750
82.2804	0.9	205702	207951	-750
82.8244	0.9	207062	209311	-750
83.3624	0.9	208407	210656	-750
83.9164	0.9	209792	212041	-750
84.4644	0.9	211162	213411	-750
84.9984	0.9	212497	214746	-750
85.5464	0.9	213867	216116	-750
86.0956	0.9	215240	217489	-750
86.6488	0.9	216623	218872	-750
87.192	0.9	217981	220230	-750
87.7408	0.9	219353	221602	-750
88.2848	0.9	220713	222962	-750
88.828	0.9	222071	224320	-750
89.372	0.9	223431	225680	-750
89.92	0.9	224801	227050	-750
90.4688	0.9	226173	228422	-750
91.0168	0.9	227543	229792	-750
91.5612	0.9	228904	231153	-750
92.0988	0.9	230248	232497	-750
92.6432	0.9	231609	233858	-750
93.186	0.9	232966	235215	-750
93.7192	0.9	234299	236548	-750
94.278	0.9	235696	237945	-750
94.8112	0.9	237029	239278	-750
95.3652	0.9	238414	240663	-750
95.9032	0.9	239759	242008	-750
96.4472	0.9	241119	243368	-750
96.9804	0.9	242452	244701	-750
97.5296	0.9	243825	246074	-750
98.0728	0.9	245183	247432	-750
98.6164	0.9	246542	248791	-750
99.1496	0.9	247875	250124	-750
99.6924	0.9	249232	251481	-750
100.2216	0.9	250555	252804	-750
100.7544	0.9	251887	254136	-750
101.2976	0.9	253245	255494	-750
101.8368	0.9	254593	256842	-750
102.3796	0.9	255950	258199	-750
102.9288	0.9	257323	259572	-750
103.4768	0.9	258693	260942	-750
104.016	0.9	260041	262290	-750
104.564	0.9	261411	263660	-750
105.1076	0.9	262770	265019	-750
105.656	0.9	264141	266390	-750
106.2	0.9	265501	267750	-750
106.7432	0.9	266859	269108	-750
107.2872	0.9	268219	270468	-750
107.83	0.9	269576	271825	-750
108.374	0.9	270936	273185	-750
