onset	duration	begsample	endsample	offset
5.3248	2	13313	18312	-2500
6.2424	2	15607	20606	-2500
7.2076	2	18020	23019	-2500
8.4216	2	21055	26054	-2500
9.5348	2	23838	28837	-2500
10.3516	2	25880	30879	-2500
11.2156	2	28040	33039	-2500
12.0328	2	30083	35082	-2500
12.9988	2	32498	37497	-2500
13.816	2	34541	39540	-2500
14.8828	2	37208	42207	-2500
15.8992	2	39749	44748	-2500
17.112	2	42781	47780	-2500
18.1792	2	45449	50448	-2500
19.246	2	48116	53115	-2500
20.1092	2	50274	55273	-2500
20.9732	2	52434	57433	-2500
22.0396	2	55100	60099	-2500
23.2024	2	58007	63006	-2500
24.1676	2	60420	65419	-2500
25.1836	2	62960	67959	-2500
26.1996	2	65500	70499	-2500
27.3628	2	68408	73407	-2500
28.526	2	71316	76315	-2500
29.74	2	74351	79350	-2500
30.756	2	76891	81890	-2500
31.5688	2	78923	83922	-2500
32.534	2	81336	86335	-2500
33.7472	2	84369	89368	-2500
34.9112	2	87279	92278	-2500
35.9264	2	89817	94816	-2500
37.0896	2	92725	97724	-2500
38.3036	2	95760	100759	-2500
39.2184	2	98047	103046	-2500
40.1836	2	100460	105459	-2500
41.3008	2	103253	108252	-2500
42.1136	2	105285	110284	-2500
43.2308	2	108078	113077	-2500
44.2468	2	110618	115617	-2500
45.11	2	112776	117775	-2500
46.0752	2	115189	120188	-2500
47.0912	2	117729	122728	-2500
48.1584	2	120397	125396	-2500
49.0212	2	122554	127553	-2500
49.8852	2	124714	129713	-2500
50.7484	2	126872	131871	-2500
51.9112	2	129779	134778	-2500
53.1252	2	132814	137813	-2500
54.1416	2	135355	140354	-2500
55.2088	2	138023	143022	-2500
56.0256	2	140065	145064	-2500
56.9408	2	142353	147352	-2500
58.104	2	145261	150260	-2500
59.318	2	148296	153295	-2500
60.384	2	150961	155960	-2500
61.5472	2	153869	158868	-2500
62.66	2	156651	161650	-2500
63.7264	2	159317	164316	-2500
64.64	2	161601	166600	-2500
65.5552	2	163889	168888	-2500
66.4184	2	166047	171046	-2500
67.5816	2	168955	173954	-2500
68.4456	2	171115	176114	-2500
69.4104	2	173527	178526	-2500
70.6248	2	176563	181562	-2500
71.6396	2	179100	184099	-2500
72.6048	2	181513	186512	-2500
73.672	2	184181	189180	-2500
74.5348	2	186338	191337	-2500
75.5	2	188751	193750	-2500
76.364	2	190911	195910	-2500
77.4312	2	193579	198578	-2500
78.4972	2	196244	201243	-2500
79.3612	2	198404	203403	-2500
80.4272	2	201069	206068	-2500
81.3924	2	203482	208481	-2500
82.2564	2	205642	210641	-2500
83.0736	2	207685	212684	-2500
84.2368	2	210593	215592	-2500
85.0496	2	212625	217624	-2500
85.8628	2	214658	219657	-2500
86.8788	2	217198	222197	-2500
87.7416	2	219355	224354	-2500
88.8588	2	222148	227147	-2500
89.972	2	224931	229930	-2500
91.186	2	227966	232965	-2500
92.4	2	231001	236000	-2500
93.314	2	233286	238285	-2500
94.5284	2	236322	241321	-2500
95.3452	2	238364	243363	-2500
96.3616	2	240905	245904	-2500
97.4284	2	243572	248571	-2500
98.3936	2	245985	250984	-2500
99.4096	2	248525	253524	-2500
100.3236	2	250810	255809	-2500
101.4868	2	253718	258717	-2500
102.6048	2	256513	261512	-2500
103.62	2	259051	264050	-2500
104.834	2	262086	267085	-2500
105.952	2	264881	269880	-2500
107.1652	2	267914	272913	-2500
108.278	2	270696	275695	-2500
109.3952	2	273489	278488	-2500
110.2084	2	275522	280521	-2500
111.1732	2	277934	282933	-2500
112.1896	2	280475	285474	-2500
113.4036	2	283510	288509	-2500
114.2204	2	285552	290551	-2500
115.3336	2	288335	293334	-2500
116.3488	2	290873	295872	-2500
117.4616	2	293655	298654	-2500
118.528	2	296321	301320	-2500
119.742	2	299356	304355	-2500
120.5548	2	301388	306387	-2500
121.622	2	304056	309055	-2500
122.8352	2	307089	312088	-2500
124.0492	2	310124	315123	-2500
124.9644	2	312412	317411	-2500
126.1772	2	315444	320443	-2500
126.9904	2	317477	322476	-2500
127.8544	2	319637	324636	-2500
129.0676	2	322670	327669	-2500
130.2316	2	325580	330579	-2500
131.4456	2	328615	333614	-2500
132.4096	2	331025	336024	-2500
133.4768	2	333693	338692	-2500
134.442	2	336106	341105	-2500
135.656	2	339141	344140	-2500
136.8192	2	342049	347048	-2500
137.784	2	344461	349460	-2500
138.5972	2	346494	351493	-2500
139.7144	2	349287	354286	-2500
140.8772	2	352194	357193	-2500
141.8424	2	354607	359606	-2500
142.9096	2	357275	362274	-2500
144.0724	2	360182	365181	-2500
145.1896	2	362975	367974	-2500
146.1048	2	365263	370262	-2500
147.1708	2	367928	372927	-2500
148.0856	2	370215	375214	-2500
149.1516	2	372880	377879	-2500
150.3148	2	375788	380787	-2500
151.428	2	378571	383570	-2500
152.4432	2	381109	386108	-2500
153.6064	2	384017	389016	-2500
154.5212	2	386304	391303	-2500
155.4352	2	388589	393588	-2500
156.5524	2	391382	396381	-2500
157.7156	2	394290	399289	-2500
158.9296	2	397325	402324	-2500
160.0928	2	400233	405232	-2500
160.9056	2	402265	407264	-2500
162.1196	2	405300	410299	-2500
163.334	2	408336	413335	-2500
164.1468	2	410368	415367	-2500
165.31	2	413276	418275	-2500
166.1728	2	415433	420432	-2500
166.986	2	417466	422465	-2500
168.2	2	420501	425500	-2500
169.2164	2	423042	428041	-2500
170.0332	2	425084	430083	-2500
170.8464	2	427117	432116	-2500
172.0604	2	430152	435151	-2500
172.9744	2	432437	437436	-2500
174.0916	2	435230	440229	-2500
175.3056	2	438265	443264	-2500
176.2708	2	440678	445677	-2500
177.2868	2	443218	448217	-2500
178.4048	2	446013	451012	-2500
179.222	2	448056	453055	-2500
180.1868	2	450468	455467	-2500
181.2028	2	453008	458007	-2500
182.4172	2	456044	461043	-2500
183.484	2	458711	463710	-2500
184.6012	2	461504	466503	-2500
185.7184	2	464297	469296	-2500
186.9324	2	467332	472331	-2500
187.8476	2	469620	474619	-2500
189.0616	2	472655	477654	-2500
190.0764	2	475192	480191	-2500
190.8896	2	477225	482224	-2500
191.8036	2	479510	484509	-2500
192.8708	2	482178	487177	-2500
193.8868	2	484718	489717	-2500
195.004	2	487511	492510	-2500
196.1668	2	490418	495417	-2500
197.132	2	492831	497830	-2500
198.0972	2	495244	500243	-2500
198.91	2	497276	502275	-2500
199.8244	2	499562	504561	-2500
200.8912	2	502229	507228	-2500
201.9576	2	504895	509894	-2500
203.0244	2	507562	512561	-2500
204.1416	2	510355	515354	-2500
205.1576	2	512895	517894	-2500
206.0716	2	515180	520179	-2500
207.0876	2	517720	522719	-2500
208.0016	2	520005	525004	-2500
209.1648	2	522913	527912	-2500
210.3288	2	525823	530822	-2500
211.146	2	527866	532865	-2500
212.162	2	530406	535405	-2500
213.2292	2	533074	538073	-2500
214.0924	2	535232	540231	-2500
215.2552	2	538139	543138	-2500
216.2712	2	540679	545678	-2500
217.1352	2	542839	547838	-2500
218.1004	2	545252	550251	-2500
219.3136	2	548285	553284	-2500
220.2284	2	550572	555571	-2500
221.3916	2	553480	558479	-2500
222.4576	2	556145	561144	-2500
223.672	2	559181	564180	-2500
224.7848	2	561963	566962	-2500
225.8508	2	564628	569627	-2500
226.918	2	567296	572295	-2500
228.0812	2	570204	575203	-2500
228.9952	2	572489	577488	-2500
230.0112	2	575029	580028	-2500
231.1284	2	577822	582821	-2500
232.1956	2	580490	585489	-2500
233.2624	2	583157	588156	-2500
234.3284	2	585822	590821	-2500
235.1924	2	587982	592981	-2500
236.3096	2	590775	595774	-2500
237.3768	2	593443	598442	-2500
238.3416	2	595855	600854	-2500
239.3068	2	598268	603267	-2500
240.1248	2	600313	605312	-2500
240.942	2	602356	607355	-2500
242.1052	2	605264	610263	-2500
242.918	2	607296	612295	-2500
243.7312	2	609329	614328	-2500
244.8484	2	612122	617121	-2500
246.0624	2	615157	620156	-2500
247.1792	2	617949	622948	-2500
247.9924	2	619982	624981	-2500
249.1096	2	622775	627774	-2500
250.2224	2	625557	630556	-2500
251.2388	2	628098	633097	-2500
252.3048	2	630763	635762	-2500
253.1688	2	632923	637922	-2500
254.382	2	635956	640955	-2500
255.398	2	638496	643495	-2500
256.4648	2	641163	646162	-2500
257.4812	2	643704	648703	-2500
258.446	2	646116	651115	-2500
259.2632	2	648159	653158	-2500
260.4272	2	651069	656068	-2500
261.2444	2	653112	658111	-2500
262.4076	2	656020	661019	-2500
263.5704	2	658927	663926	-2500
264.5864	2	661467	666466	-2500
265.7496	2	664375	669374	-2500
266.7656	2	666915	671914	-2500
267.7308	2	669328	674327	-2500
268.696	2	671741	676740	-2500
269.6608	2	674153	679152	-2500
270.824	2	677061	682060	-2500
271.7392	2	679349	684348	-2500
272.754	2	681886	686885	-2500
273.918	2	684796	689795	-2500
274.8832	2	687209	692208	-2500
276.0004	2	690002	695001	-2500
276.9144	2	692287	697286	-2500
278.0276	2	695070	700069	-2500
279.0424	2	697607	702606	-2500
280.1556	2	700390	705389	-2500
281.2216	2	703055	708054	-2500
282.3848	2	705963	710962	-2500
283.4008	2	708503	713502	-2500
284.468	2	711171	716170	-2500
285.4328	2	713583	718582	-2500
286.3468	2	715868	720867	-2500
287.5612	2	718904	723903	-2500
288.4752	2	721189	726188	-2500
289.44	2	723601	728600	-2500
290.3544	2	725887	730886	-2500
291.2184	2	728047	733046	-2500
292.0812	2	730204	735203	-2500
292.8944	2	732237	737236	-2500
293.8596	2	734650	739649	-2500
294.9264	2	737317	742316	-2500
295.8408	2	739603	744602	-2500
296.9576	2	742395	747394	-2500
297.9736	2	744935	749934	-2500
299.0908	2	747728	752727	-2500
300.158	2	750396	755395	-2500
301.372	2	753431	758430	-2500
302.388	2	755971	760970	-2500
303.5052	2	758764	763763	-2500
304.6232	2	761559	766558	-2500
305.4404	2	763602	768601	-2500
306.5532	2	766384	771383	-2500
307.4676	2	768670	773669	-2500
308.5844	2	771462	776461	-2500
309.4484	2	773622	778621	-2500
310.6116	2	776530	781529	-2500
311.7748	2	779438	784437	-2500
312.8416	2	782105	787104	-2500
314.0048	2	785013	790012	-2500
315.02	2	787551	792550	-2500
315.9848	2	789963	794962	-2500
317.052	2	792631	797630	-2500
318.2152	2	795539	800538	-2500
319.1292	2	797824	802823	-2500
320.0944	2	800237	805236	-2500
320.9072	2	802269	807268	-2500
322.0244	2	805062	810061	-2500
